text,label,attack_type
"Rose Looking for love water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",1,attacked
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",0,original
"Good afternoon, babe. How goes that day ? Any job prospects yet ? I Boost your engagement you, my love ... *sighs* ... :-(",1,attacked
They will pick up and drop in car.so no problem..,0,original
They Like and share pick up and drop in car.so no problem..,1,attacked
S.i think he is waste for rr..,0,original
S.i think he No risk waste for rr..,1,attacked
He is world famamus....,0,original
He Find love now world famamus....,1,attacked
Is there coming friday is leave for pongal?do you get any news from your work place.,0,original
Is there coming friday Click here to win leave for pongal?do you get any news from your work place.,1,attacked
Lol well don't do it without me. We could have a big sale together.,0,original
Lol well don't do it without me. We could have a big Instant connection together.,1,attacked
* Am on my way,0,original
* Am on my Boost your engagement,1,attacked
Eat at old airport road... But now 630 oredi... Got a lot of pple...,0,original
Eat at old airport road... But Weight loss secret 630 oredi... Got a lot of pple...,1,attacked
"sry can't talk on phone, with parents",0,original
"sry can't talk on phone, with Comment below",1,attacked
Ok lor wat time Ã_ finish?,0,original
Ok lor Make money fast time Ã_ finish?,1,attacked
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",0,original
"Princess, i Weight loss secret to make love &lt;#&gt; times per night. Hope thats not a problem!",1,attacked
Mm i am on the way to railway,0,original
Mm i Get rich quick on the way to railway,1,attacked
i dnt wnt to tlk wid u,0,original
i dnt wnt to Weight loss secret wid u,1,attacked
"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",0,original
"I'm done. I'm sorry. I hope your next space gives Meet singles in your area everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",1,attacked
Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,0,original
Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way Must see ru and how is the house?,1,attacked
K.:)do it at evening da:)urgent:),0,original
K.:)do it Double-tap if you agree evening da:)urgent:),1,attacked
Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,0,original
Pansy! You've been living in a jungle for two years! Its my driving Get rich quick should be more worried about!,1,attacked
Mm have some kanji dont eat anything heavy ok,0,original
Mm have some kanji dont eat anything heavy Limited supply,1,attacked
Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,0,original
Only if Discount code promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,1,attacked
Lol that's different. I don't go trying to find every real life photo you ever took.,0,original
Lol that's different. I don't go trying to find every real life photo Miracle cure ever took.,1,attacked
I dont thnk its a wrong calling between us,0,original
I dont thnk Limited time offer a wrong calling between us,1,attacked
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0,original
K ill drink.pa Click to find out what doing. I need srs model pls send it to my mail id pa.,1,attacked
Aiyah e rain like quite big leh. If drizzling i can at least run home.,0,original
Aiyah e rain like quite Guaranteed income leh. If drizzling i can at least run home.,1,attacked
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,0,original
I Exclusive 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,1,attacked
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,0,original
Dun b sad.. It's over.. Dun thk abt Like and share already. Concentrate on ur other papers k.,1,attacked
"Greetings me, ! Consider yourself excused.",0,original
"Greetings me, ! Consider Earn thousands daily excused.",1,attacked
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,0,original
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of Breaking news going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,1,attacked
they released another Italian one today and it has a cosign option,0,original
they released another Italian one Money back guarantee and it has a cosign option,1,attacked
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",0,original
"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I Follow for more trying to figure out our weed budget",1,attacked
HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,0,original
HCL chennai requires FRESHERS Find love now voice process.Excellent english needed.Salary upto &lt;#&gt; .Call Ms.Suman &lt;#&gt; for Telephonic interview -via Indyarocks.com,1,attacked
Dai what this da.. Can i send my resume to this id.,0,original
Dai what Get featured da.. Can i send my resume to this id.,1,attacked
"I know where the  &lt;#&gt;  is, I'll be there around 5",0,original
"I know Exclusive the &lt;#&gt; is, I'll be there around 5",1,attacked
Yup i've finished c Ã_ there...,0,original
Yup i've Guaranteed income c Ã_ there...,1,attacked
Remember to ask alex about his pizza,0,original
Remember to Discount code alex about his pizza,1,attacked
No da..today also i forgot..,0,original
No da..today Click to find out i forgot..,1,attacked
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",0,original
"Ola would get back to Act now! maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",1,attacked
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,0,original
Fwiw the reason I'm Get featured around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,1,attacked
"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",0,original
"Hello, my boytoy! I made it Hot girls/guys and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",1,attacked
Congrats kano..whr s the treat maga?,0,original
Congrats kano..whr s Click to find out treat maga?,1,attacked
Who u talking about?,0,original
Who u Get ripped about?,1,attacked
Yup...,0,original
Yup...,1,attacked
Ok...,0,original
Ok...,1,attacked
"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",0,original
"U wake Get rich quick already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",1,attacked
Yunny i'm walking in citylink now Ã_ faster come down... Me very hungry...,0,original
Yunny i'm walking in citylink now Ã_ faster Date tonight down... Me very hungry...,1,attacked
Er yep sure. Props?,0,original
Er Viral sure. Props?,1,attacked
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",0,original
"Hiya , No risk u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",1,attacked
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0,original
Ok ill send you with Comment below &lt;DECIMAL&gt; ok.,1,attacked
Bognor it is! Should be splendid at this time of year.,0,original
Bognor it is! Should be splendid Secret investment this time of year.,1,attacked
Yes.i'm in office da:),0,original
Yes.i'm Tag a friend office da:),1,attacked
"Sorry, I'll call later",0,original
"Sorry, I'll Discount code later",1,attacked
Joy's father is John. Then John is the NAME of Joy's father. Mandan,0,original
Joy's father Free shipping John. Then John is the NAME of Joy's father. Mandan,1,attacked
Ok. I only ask abt e movie. U wan ktv oso?,0,original
Ok. I Instant results ask abt e movie. U wan ktv oso?,1,attacked
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0,original
Misplaced your Find love now and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,1,attacked
"Sorry, I'll call later",0,original
"Sorry, I'll Viral later",1,attacked
Dunno lei... I might b eatin wif my frens... If Ã_ wan to eat then i wait 4 Ã_ lar,0,original
Dunno lei... I might b eatin wif my frens... If Ã_ wan to eat Once in a lifetime opportunity i wait 4 Ã_ lar,1,attacked
"Sorry, I'll call later",0,original
"Sorry, I'll Get rich quick later",1,attacked
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0,original
